id,name,artists,album,album_id,album_artists,album_release_date,duration_ms,popularity,explicit,track_number,disc_number,is_local,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6vyUGbmLBDOLCV5Zvl6PkC,Make Me Strong,['Geoxor'],Funky World,3lyv6T1NxxgLQC1RQP6hu9,['Geoxor'],2017-07-13,249604,26,False,1,1,False,6vyUGbmLBDOLCV5Zvl6PkC,0.567,0.93,10,-4.072,0,0.0499,0.00118,0.643,0.194,0.156,75.059,4
1cGfjBAuQrOLD9TmrPlgRD,Andromeda Sunsets,['Starjunk 95'],Andromeda Sunsets,0OVGJSuWMLG1vRrYWO501h,['Starjunk 95'],2020-12-11,179047,26,False,1,1,False,1cGfjBAuQrOLD9TmrPlgRD,0.692,0.808,8,-5.246,0,0.0443,0.00675,0.518,0.109,0.121,126.009,4
095YWDUzkQ6K0i8yu4OG96,Castles in the Sky,['Storyboard'],Castles in the Sky,39O6QR8imkeS6VSwlZjWa1,['Storyboard'],2019-06-03,208000,2,False,1,1,False,095YWDUzkQ6K0i8yu4OG96,0.556,0.949,8,-4.228,0,0.0592,0.0288,0.406,0.101,0.0806,150.021,4
7wFfvZAeSMK32uz5wbBNc0,Only Now,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,249604,29,False,1,1,False,7wFfvZAeSMK32uz5wbBNc0,0.605,0.74,2,-6.48,1,0.0676,0.0704,0.734,0.0928,0.0495,150.053,4
7lQlZrsLnitP3qvMLhSykv,Star Seeker,['Paper Skies'],Star Seeker,2PbYsae0MEZC8sOiogjJWX,['Paper Skies'],2021-12-20,193654,17,False,1,1,False,7lQlZrsLnitP3qvMLhSykv,0.544,0.77,11,-6.087,0,0.365,0.00894,0.04,0.893,0.464,144.822,4
50GSyCnVZiVm51FddOuCap,Heal Her,['Geoxor'],Heal Her,3pwqyP9w6GlYJ49Mbgaxar,['Geoxor'],2021-11-24,252000,32,False,2,1,False,50GSyCnVZiVm51FddOuCap,0.636,0.79,1,-2.596,1,0.0993,0.0425,0.0464,0.132,0.433,160.111,4
2Anpk7AihEt38POoMEDqRb,Tokyo,"[""Leat'eq""]",Tokyo,6d3HWabKzWkK630NH33OOK,"[""Leat'eq""]",2018-05-07,174117,60,False,1,1,False,2Anpk7AihEt38POoMEDqRb,0.743,0.879,5,-2.717,0,0.0339,0.0725,0.00141,0.081,0.636,101.968,4
1kHnq9yBT1ieXF6yLprjCe,Radiclaw,"['Paper Skies', 'Azazal']",Radiclaw,5P1XaZ5rNvxuagphFP7xbY,"['Paper Skies', 'Azazal']",2020-10-23,174285,24,False,1,1,False,1kHnq9yBT1ieXF6yLprjCe,0.68,0.872,5,-5.148,0,0.411,0.00176,0.756,0.345,0.561,105.001,4
6I9TH4DwyUeA1ZfowW7ATX,Take Me Home,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,237750,34,False,3,1,False,6I9TH4DwyUeA1ZfowW7ATX,0.752,0.784,1,-6.123,0,0.146,0.231,1.69e-05,0.123,0.306,80.016,4
2O8otMwBXjhRyrOz4EHwhE,Nandayo,['Geoxor'],Nandayo,3PXz47317ANFQMJm3uW7cg,['Geoxor'],2021-06-02,257142,34,False,1,1,False,2O8otMwBXjhRyrOz4EHwhE,0.648,0.985,6,-0.599,0,0.0399,0.00117,0.00569,0.076,0.0385,139.997,4
3ZVE4gkQgknGVs8FYH2L3u,Shaii,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,262400,35,False,4,1,False,3ZVE4gkQgknGVs8FYH2L3u,0.845,0.701,1,-6.526,1,0.198,0.05,0.287,0.165,0.252,150.185,4
2qYHkKq9cIm0SRIcGYlhZF,Aether,['Geoxor'],Aether,0xGXS54an4IBpgHmiIvYqW,['Geoxor'],2021-04-23,232500,36,False,1,1,False,2qYHkKq9cIm0SRIcGYlhZF,0.665,0.903,10,-3.253,0,0.0547,0.0304,0.0129,0.297,0.263,127.927,4
0yea2evgrKLguLiwYrU6ot,Into Dreams,['Android52'],Ultra Groove Product,7sfMSW6rDsjOt5nZmBeqEd,['Android52'],2019-01-15,227343,33,False,2,1,False,0yea2evgrKLguLiwYrU6ot,0.663,0.937,8,-6.073,1,0.0483,0.0305,0.334,0.161,0.127,127.985,4
5QWAgmafr97EGMDRUTtwOX,Nana,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,251718,40,False,6,1,False,5QWAgmafr97EGMDRUTtwOX,0.701,0.884,1,-3.806,1,0.122,0.00133,0.0136,0.0895,0.119,127.897,4
4wWbnozsOvK5GlpcJG7Dui,Hyperspeed,['Starjunk 95'],Hyperspeed,5PciQN07HDhoXui8gnyRUz,['Starjunk 95'],2021-01-15,205312,28,False,1,1,False,4wWbnozsOvK5GlpcJG7Dui,0.642,0.875,9,-5.504,0,0.0788,9.13e-05,0.875,0.244,0.304,128.085,4
2CW9NX2SiXfoxpBXntFelf,Restart,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,229636,33,False,7,1,False,2CW9NX2SiXfoxpBXntFelf,0.884,0.64,11,-4.15,0,0.309,0.00133,0.0364,0.106,0.383,110.117,4
1jUVVB30EXg4mle2CVFS6A,Sakura 2000,['Capturez'],Sakura 2000,5WsOOwgf4mco6vAIcFNpOC,['Capturez'],2019-10-26,226560,34,False,1,1,False,1jUVVB30EXg4mle2CVFS6A,0.688,0.623,0,-7.976,0,0.0375,0.00268,0.591,0.607,0.155,125.001,4
0P3CWe2KA6AfiIuGcE8Xig,Konpeito,['Synthion'],Konpeito,4kS6EaVWDthZ4inu9IzYXO,['Synthion'],2018-10-17,233139,24,False,1,1,False,0P3CWe2KA6AfiIuGcE8Xig,0.517,0.755,10,-4.96,1,0.104,0.00337,0.766,0.234,0.324,179.844,4
5MhbYzxlfmQpBAPDNK0OoU,Cheese,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,281269,28,False,8,1,False,5MhbYzxlfmQpBAPDNK0OoU,0.723,0.818,8,-3.725,0,0.0867,0.0198,7.5e-06,0.0956,0.137,128.012,4
4kgKpJ0DeSwCImHqV0MZWh,Lollipop,['Geoxor'],Stardust,01ZZAXA2xaLwT40KQI23RM,['Geoxor'],2019-12-01,203437,30,False,9,1,False,4kgKpJ0DeSwCImHqV0MZWh,0.786,0.84,8,-8.396,0,0.172,0.0985,0.878,0.113,0.264,127.991,4
7jbNy5H24LJi6e7aUJGBdg,Virtual,['Geoxor'],Virtual,7eW4Zghds0i5spLRG8cYsp,['Geoxor'],2020-04-24,315937,41,False,1,1,False,7jbNy5H24LJi6e7aUJGBdg,0.792,0.885,11,-4.696,1,0.0928,0.0336,0.879,0.145,0.379,128.013,4
5oJ1ooXNaa7SejYY9n7fms,Galaxy,['Geoxor'],Galaxy,0jrPsFg56KDLTmXj6aBmzE,['Geoxor'],2021-02-19,217500,39,False,1,1,False,5oJ1ooXNaa7SejYY9n7fms,0.655,0.934,8,-3.657,1,0.0431,0.29,0.9,0.225,0.297,127.992,4
5I13tTWW5DslWABNYOi4lX,Pixel Meditation,['Softable'],Pixel Meditation,18E7ItW8SfBG4o6R3ro68s,['Softable'],2021-04-23,211636,34,False,1,1,False,5I13tTWW5DslWABNYOi4lX,0.707,0.662,8,-6.298,0,0.0496,0.196,0.815,0.126,0.599,109.987,4
1tIADDSjokAeCtPyTxtnf1,Moneko,['Geoxor'],Moneko,5lqHgDaxVDpeBHsrjKIiOG,['Geoxor'],2020-07-24,168000,41,False,1,1,False,1tIADDSjokAeCtPyTxtnf1,0.752,0.924,8,-3.791,1,0.0878,0.0142,0.849,0.223,0.503,150.057,4
3I6z6KbKmp7pCdpHJ9HmJ5,Lucid Dream,"['Panda Eyes', 'Geoxor']",Lucid Dream,1Aulskhw5EOrOb5oDvRPIM,"['Panda Eyes', 'Geoxor']",2019-10-11,321428,17,False,1,1,False,3I6z6KbKmp7pCdpHJ9HmJ5,0.438,0.894,11,-5.651,1,0.0731,0.0107,0.886,0.107,0.058,111.995,4
0dLSlQX27s8UeLGaFT8qTK,Ephemeral,['Geoxor'],Ephemeral,5ESR6ugIusV4MOZV6Dez8h,['Geoxor'],2021-08-06,208000,40,False,1,1,False,0dLSlQX27s8UeLGaFT8qTK,0.698,0.895,5,-3.668,0,0.0432,0.00175,0.846,0.261,0.308,149.976,4
2Ua92aWI2K9RDZwl4JnzcN,Faerie,['Geoxor'],Faerie,4iJMrZcHuQroiHb8yCTZAk,['Geoxor'],2020-11-13,243200,35,False,1,1,False,2Ua92aWI2K9RDZwl4JnzcN,0.556,0.883,7,-3.435,0,0.0489,0.00218,0.455,0.141,0.213,150.0,4
0xo9dvcQtYwe80Um3QTA6D,Sakura,"['Geoxor', 'Canonblade']",Sakura,5JGjNbuImYgE9YiMxRyUAN,"['Geoxor', 'Canonblade']",2020-03-27,225000,35,False,1,1,False,0xo9dvcQtYwe80Um3QTA6D,0.835,0.933,5,-3.128,0,0.0466,0.000945,0.955,0.25,0.335,128.002,4
5vk1QvOHHISGRYFbTruYck,Twilight,['Geoxor'],Twilight,4kDunhRgc1Wj0hg1LlCsue,['Geoxor'],2020-02-21,173793,34,False,1,1,False,5vk1QvOHHISGRYFbTruYck,0.467,0.874,7,-2.345,0,0.11,0.000392,0.176,0.0885,0.299,173.924,4
5KCh22xZr8SjxeqdgNb8Pg,Fall in Love,['Android52'],Ultra Groove Product,7sfMSW6rDsjOt5nZmBeqEd,['Android52'],2019-01-15,211875,38,False,5,1,False,5KCh22xZr8SjxeqdgNb8Pg,0.734,0.969,11,-3.592,1,0.114,0.000572,0.216,0.121,0.253,128.02,4
4XbepEvLIJmh8YLEYmrdSu,Bloom,"['Kotori', 'Stessie']",Bloom,34SBiFG6FOBktQQ4gYjEzA,"['Kotori', 'Stessie']",2019-06-12,203152,30,False,1,1,False,4XbepEvLIJmh8YLEYmrdSu,0.51,0.888,2,-2.973,0,0.0463,0.00265,0.347,0.151,0.13,180.104,4
09oF15mFFbqwlww0FOpNu4,Patterns,['Capturez'],Patterns,5copYiQkxIjsrJbNYgBEaq,['Capturez'],2018-12-25,205973,12,False,1,1,False,09oF15mFFbqwlww0FOpNu4,0.676,0.837,1,-8.068,0,0.0415,0.0256,0.919,0.149,0.0901,107.217,4
2bhObnA3PG3AEkJga6IOxv,Wraith,['Kirara Magic'],Wraith,1cfQjAPJKylGjGx3K6wyf2,['Kirara Magic'],2021-01-01,202802,31,False,1,1,False,2bhObnA3PG3AEkJga6IOxv,0.566,0.864,10,-5.679,0,0.0364,0.0319,0.00318,0.129,0.621,89.999,4
7sfKXMzEXr7DadpROF8QBz,Plastic Waves,['Starjunk 95'],Plastic Memories EP,02l0raSv3gwKdieSlpgiFA,['Starjunk 95'],2021-10-22,200952,34,False,2,1,False,7sfKXMzEXr7DadpROF8QBz,0.794,0.704,0,-7.071,1,0.0964,0.000618,0.712,0.111,0.239,125.991,4
5Sfnv0UMOhVxZADw4ast3l,Infinite Waves,"['Starjunk 95', 'BELELA']",Virtual Paradise,5dTsAGwJrgSvsg2YRAaU2i,"['Starjunk 95', 'BELELA']",2022-01-07,197500,35,False,1,1,False,5Sfnv0UMOhVxZADw4ast3l,0.715,0.689,10,-5.957,0,0.0381,0.00222,0.0342,0.126,0.158,119.99,4
41wx1ynQwUVelsB5wfKvD4,99th Street,['Starjunk 95'],99th Street,1IH2IEh6t5H6lm0SB1vRx4,['Starjunk 95'],2022-02-18,171428,37,False,1,1,False,41wx1ynQwUVelsB5wfKvD4,0.794,0.792,0,-5.273,0,0.131,0.000941,0.00747,0.157,0.599,139.993,4
7Kv0yPSr550uUxbAwAhH01,Groove District,['Starjunk 95'],Groove District,3eUt4sKIp5GiNSh6JyMN2s,['Starjunk 95'],2021-12-17,186240,55,False,1,1,False,7Kv0yPSr550uUxbAwAhH01,0.776,0.849,0,-6.81,1,0.0392,0.0769,0.156,0.157,0.203,125.004,4
2WkqOQ6K0RjAvNTa0ZGtYF,Big Badd Spacelines,['Starjunk 95'],Big Badd Spacelines,2oDkxFf0vw6Jzac1YAM3fb,['Starjunk 95'],2021-06-16,183750,28,False,1,1,False,2WkqOQ6K0RjAvNTa0ZGtYF,0.848,0.821,7,-5.567,1,0.0724,0.000372,0.825,0.0723,0.695,128.022,4
1uLTJZroIrvO0XOiQV8iRk,Memory Garden,['Starjunk 95'],Memory Garden,4zsrfPcHc2WkXj5ch624MQ,['Starjunk 95'],2021-07-07,209684,26,False,1,1,False,1uLTJZroIrvO0XOiQV8iRk,0.577,0.77,2,-2.807,1,0.0384,0.000442,0.022,0.14,0.0394,95.03,4
79D1XuB0hiGf6N3Fkcns9s,General,['Mameyudoufu'],Hi-Tech Veats 01,4xPyU2pPvFFpgLLttuIPMD,['Various Artists'],2019-07-09,366066,4,False,7,1,False,79D1XuB0hiGf6N3Fkcns9s,0.596,0.941,6,-5.973,0,0.192,0.0337,0.0354,0.102,0.302,156.067,4
6VD2vmx6TDkMkepUXf2RjY,Dead,"['Geoxor', 'SVRGE']",Dead,6a691R9qVyeSUHHZsyakON,"['Geoxor', 'SVRGE']",2022-03-11,216774,43,False,1,1,False,6VD2vmx6TDkMkepUXf2RjY,0.801,0.935,8,-3.081,0,0.104,0.000918,0.605,0.315,0.592,124.029,4
4diGzRgawRP7out2yEp319,Angel,"['Stessie', 'TOFUKU']",Angel,2KlZURxdds5DdDJeY1QNYS,['Stessie'],2019-01-24,241568,10,False,1,1,False,4diGzRgawRP7out2yEp319,0.45,0.879,5,-2.538,0,0.0328,0.000462,0.0991,0.33,0.221,98.001,4
4pLk1sXti4KLNuyJLAebUp,Revolve,"['Paper Skies', 'Speechrezz']",Revolve,79JBHi0zJ9mwwJ8M0Cb29S,"['Paper Skies', 'Speechrezz']",2019-09-29,309031,14,False,1,1,False,4pLk1sXti4KLNuyJLAebUp,0.263,0.736,11,-6.371,0,0.186,0.00736,0.436,0.679,0.271,159.939,4
6GirTDKlJ0U1RMLfeJWkbS,I Love You,['Android52'],I Love You,70hzSh0ONqO64ebbS6Smg9,['Android52'],2018-02-01,236303,29,False,1,1,False,6GirTDKlJ0U1RMLfeJWkbS,0.795,0.629,0,-5.293,1,0.318,0.0323,0.00684,0.0889,0.593,128.019,4
0lIWfsWwzOf1q38PPzzqIA,Voyage,['Synthion'],Stardust EP,1tMiQw8zjRCSviPqTBAxcl,['Synthion'],2017-12-18,203790,26,False,1,1,False,0lIWfsWwzOf1q38PPzzqIA,0.499,0.882,0,-4.893,0,0.0935,0.000206,0.684,0.668,0.309,170.03,4
6KfTPHLvLicnyGxl0iOQpE,Spica,['Synthion'],Stardust EP,1tMiQw8zjRCSviPqTBAxcl,['Synthion'],2017-12-18,214383,24,False,2,1,False,6KfTPHLvLicnyGxl0iOQpE,0.448,0.823,8,-3.629,0,0.0551,0.00137,0.514,0.105,0.0518,128.048,4
43ENOabUecCUlWWq7PpOcF,Eternal Groove,['Android52'],The B-Sides,7gxl2zKb0fgUBYzvoEla8Y,['Android52'],2017-03-08,169090,42,False,5,1,False,43ENOabUecCUlWWq7PpOcF,0.729,0.923,11,-7.106,0,0.0521,0.000652,0.881,0.154,0.657,127.996,4
6EYjMZQ0Vm47vNxmTeCnO1,Hate,['Geoxor'],Time of Waste,6bCSM4bogjmqCjKEVAwMnQ,['Geoxor'],2018-07-10,237600,26,False,3,1,False,6EYjMZQ0Vm47vNxmTeCnO1,0.622,0.881,1,-5.234,1,0.0588,0.00386,0.00997,0.147,0.444,149.987,4
3GYHJvTiTCos9u1KCK45tR,Comet,['Synthion'],Bright Green,0G8zdiHMaxQRWJu1JzzS6N,['Various Artists'],2018-05-09,234937,24,False,8,1,False,3GYHJvTiTCos9u1KCK45tR,0.451,0.714,8,-3.808,1,0.0395,0.0724,0.000338,0.215,0.225,170.123,4
0UD9tlS4ZE5QJWS6CIIR3n,"Bounce, Yeah",['Android52'],Ultra Groove Product,7sfMSW6rDsjOt5nZmBeqEd,['Android52'],2019-01-15,213750,19,False,3,1,False,0UD9tlS4ZE5QJWS6CIIR3n,0.806,0.884,10,-5.408,0,0.442,0.000265,0.353,0.128,0.596,128.022,4
537RdIPtTYOHc7818kcEeF,Chord EX,['Android52'],Future Groove Product,10pbAphezzKrxAPk4G9OSf,['Android52'],2020-01-20,198750,15,False,6,1,False,537RdIPtTYOHc7818kcEeF,0.672,0.963,1,-5.364,1,0.161,0.000343,0.898,0.15,0.346,128.031,4
1lz2rkoZbAexSOoc75hG48,Kill Aura,['Geoxor'],Kill Aura,7o6noXHQqBQQzTLbRmwhPa,['Geoxor'],2022-05-27,205090,39,False,1,1,False,1lz2rkoZbAexSOoc75hG48,0.634,0.773,7,-2.088,0,0.0449,0.000675,0.0478,0.119,0.205,110.15,4
2JQuT1BrEKldB7p65b2yZh,Feel Something,"['Anevo', 'Kayla Diamond']",Feel Something,5ebCZAOn9Oqe62O9DSPGpa,['Anevo'],2016-12-07,232953,37,False,1,1,False,2JQuT1BrEKldB7p65b2yZh,0.722,0.831,6,-3.582,1,0.0242,0.00449,0.0292,0.101,0.698,102.017,4
4ymz9jrj3HKWBBSYeWcxqh,Don't Shoot Me Down,"['Anevo', 'Jae-Mi']",Don't Shoot Me Down,5fT23jgs2yfcFVmPQAHzik,['Anevo'],2016-08-01,220548,37,False,1,1,False,4ymz9jrj3HKWBBSYeWcxqh,0.644,0.832,10,-5.516,0,0.033,0.018,0.000609,0.113,0.328,110.023,4
1B2PCpxPK9XulvgKR6DtOQ,In The City,"['Limitless', 'Pauline Herr']",In The City,1w7CCzHXfLZBUMNOmQPuiG,['Limitless'],2017-09-19,206557,27,False,1,1,False,1B2PCpxPK9XulvgKR6DtOQ,0.774,0.696,5,-8.645,0,0.0671,0.241,0.0103,0.075,0.538,122.02,4
4OSfQp46MHgmxDLYaujpPt,Universe,"['Anevo', 'Laura Brehm']",Universe,2SMj2IjGYOwBoWtq3Yqxor,"['Anevo', 'Laura Brehm']",2018-09-14,210926,31,False,1,1,False,4OSfQp46MHgmxDLYaujpPt,0.382,0.687,0,-3.298,0,0.0399,0.0116,1.82e-05,0.105,0.488,107.925,4
4zr2B2gTsxF8LG9aOoRVFj,Set Me Free,['The Night'],Set Me Free,2kB9pFeJFXfaEtilmrNVeP,['The Night'],2018-08-24,201750,31,False,1,1,False,4zr2B2gTsxF8LG9aOoRVFj,0.829,0.591,3,-6.463,0,0.0627,0.0457,0.000366,0.0967,0.541,105.006,4
6CuTf2k8PSfw0BLUi2ie2T,Voyage,['Rootkit'],Voyage,3FNfE1lSYncaXLOVUY6fky,['Rootkit'],2019-02-15,188160,43,False,1,1,False,6CuTf2k8PSfw0BLUi2ie2T,0.483,0.858,8,-6.284,1,0.126,0.0111,0.269,0.274,0.113,124.989,4
3uplouj624e3YhiPd3lETR,Freefall,['Arlow'],Freefall,1RJeTvqGeHB41zJL1ouC8h,['Arlow'],2020-06-19,195987,53,False,1,1,False,3uplouj624e3YhiPd3lETR,0.469,0.71,0,-4.993,0,0.0376,0.0367,0.000924,0.161,0.198,173.998,4
5Ke5H0sjY4or70sK24HUYM,Saviour,"['Hoaprox', 'YUAN', 'Haneri']",Saviour,6LveXZTlldtTkNFeBbF9Fa,"['Hoaprox', 'YUAN', 'Haneri']",2021-06-14,172005,52,False,1,1,False,5Ke5H0sjY4or70sK24HUYM,0.636,0.862,3,-4.076,0,0.0345,0.0356,0.00506,0.26,0.274,149.913,4
24JrqCPlzo18UYTT9MRRy5,Dawn,"['Slippy', 'London Thor']",Everything & Nothing At All,6OXbzGnGRJn3FXAPxv9xCX,['Slippy'],2021-04-26,196363,48,False,1,1,False,24JrqCPlzo18UYTT9MRRy5,0.467,0.756,3,-6.137,0,0.053,0.131,1.18e-05,0.204,0.0948,132.008,4
0sgfC3INHn1gS1izp1D5ha,Mind,"['Banghook', 'Kuka']",Mind,4HHx0tDa0ZQLg9Sjyotw9K,"['Banghook', 'Kuka']",2018-08-17,148095,44,False,1,1,False,0sgfC3INHn1gS1izp1D5ha,0.67,0.834,5,-5.17,0,0.119,0.0279,0.000111,0.18,0.255,126.211,4
0UhmvaYmYj7Hw9QQ5gYQg7,Into The Light,"['Notaker', 'Karra']",Into The Light,2mTqv4tfbpUnUCZhEwYxpE,['Notaker'],2019-01-31,201340,46,False,1,1,False,0UhmvaYmYj7Hw9QQ5gYQg7,0.484,0.675,1,-6.99,0,0.0444,0.0178,0.634,0.329,0.0584,99.98,4
0UmtBGshgENr1BS6OmSsBO,Crystals (feat. RORA),"['Limitless', 'RORA']",Crystals (feat. RORA),54FOX189gIO0WrMEfSiBXe,['Limitless'],2017-02-24,183414,20,False,1,1,False,0UmtBGshgENr1BS6OmSsBO,0.741,0.886,5,-7.232,0,0.0408,0.128,0.438,0.357,0.663,123.067,4
10rrYfenV0f5rTe8X7KkWk,Awake Asleep,"['Speaker Of The House', 'REMMI']",Awake Asleep,031rEvBKE4Z41q3ZQn6Di2,['Speaker Of The House'],2016-09-30,224680,26,False,1,1,False,10rrYfenV0f5rTe8X7KkWk,0.671,0.856,6,-5.151,1,0.0391,0.0253,0.00139,0.143,0.27,99.979,4
4M3FhuDyw0IkedyN4oFvzj,We Ride,['NO SIGNE'],We Ride,2Yp4XRM6kyFqe51Hw49TmH,['NO SIGNE'],2021-08-20,167804,56,False,1,1,False,4M3FhuDyw0IkedyN4oFvzj,0.602,0.85,10,-4.149,0,0.0662,0.00172,0.000197,0.0549,0.224,123.01,4
2Sev1KxAcFzSUFXhh0J1om,Holding On To You - Gianni Marino Remix,"['Two Can', 'Gianni Marino']",Holding On To You (Remixes),0L3Zmwb9ao8tnE9j8Ii6FR,['Two Can'],2016-11-28,210612,29,False,2,1,False,2Sev1KxAcFzSUFXhh0J1om,0.611,0.851,9,-5.658,0,0.0423,0.0304,0.00013,0.15,0.332,140.072,4
6rjW04XWJnChIWdPnjXxMr,Forever,['Reach'],Forever,2S7qXfewrYske6eQhwuVeX,['Reach'],2018-06-14,211773,29,False,1,1,False,6rjW04XWJnChIWdPnjXxMr,0.543,0.853,0,-2.561,0,0.0331,0.00416,0.000265,0.575,0.307,130.034,4
6OyAdrIqlulqr7hEpo7QSL,Disappearing Now,"['NURKO', 'Chandler Leighton']",Disappearing Now,5zdUWNPZwYmUn7M2aUu0Cz,['NURKO'],2021-11-12,291428,17,False,1,1,False,6OyAdrIqlulqr7hEpo7QSL,0.295,0.713,3,-4.517,0,0.0559,0.252,1.48e-06,0.158,0.239,153.758,4
4crczEC1PpoD8TsDsmoWNI,Goodbye,"['Imanbek', 'Goodboys']",Goodbye,2wUKHXscUlHKW0tEVVYqRs,"['Imanbek', 'Goodboys']",2020-12-18,144000,69,False,1,1,False,4crczEC1PpoD8TsDsmoWNI,0.741,0.931,10,-3.447,0,0.0563,0.0225,0.000102,0.191,0.517,125.011,4
6B07qI5lbBHuJpC6Ho3PJh,Choices,"['KREAM', 'Imanos']",Choices,1WMKFRpdI8CEBBydGTlbv3,"['KREAM', 'Imanos']",2020-03-27,189707,49,False,1,1,False,6B07qI5lbBHuJpC6Ho3PJh,0.678,0.859,5,-6.029,0,0.0507,0.0154,0.00123,0.1,0.48,123.998,4
3Shi5fUIeuoNQWV0hjYXNs,LIES,"['Steve Aoki', 'KREAM']",LIES,4FFUfSYqKjyp2X63FMYUVC,"['Steve Aoki', 'KREAM']",2020-08-28,167419,50,False,1,1,False,3Shi5fUIeuoNQWV0hjYXNs,0.697,0.935,11,-5.809,0,0.175,0.00625,0.006,0.236,0.728,124.023,4
0mSxHkAKB6JR8Y3IX20H3n,About You,['KREAM'],About You,0HcWnlnpzNK3zZsd7aEgpl,['KREAM'],2020-11-27,159400,60,False,1,1,False,0mSxHkAKB6JR8Y3IX20H3n,0.711,0.82,8,-6.171,1,0.0477,0.00116,0.48,0.302,0.733,124.983,4
6KddlPfPQ0L8MyffEpo63p,Water (feat. ZOHARA),"['KREAM', 'ZOHARA']",Water (feat. ZOHARA),6WUWZOs8AO2hO18VAGpB4t,"['KREAM', 'ZOHARA']",2020-10-23,192838,57,False,1,1,False,6KddlPfPQ0L8MyffEpo63p,0.567,0.738,0,-6.03,0,0.154,0.0129,7.27e-05,0.207,0.432,121.936,4
7jcVqsEdLVAc7FbTl4uvEv,Dancing Alone,['Marc Benjamin'],Dancing Alone,0Xa2sWhvHdH70gSqrd7Mer,['Marc Benjamin'],2021-01-08,148571,28,False,1,1,False,7jcVqsEdLVAc7FbTl4uvEv,0.696,0.795,10,-3.656,0,0.0445,0.0285,0.00129,0.106,0.392,126.015,4
4NPkQtN5w0T4ju8T6mYVsJ,Take Control,['KREAM'],Take Control,5Lm6ONdbKjUFkM4h4Stgu7,['KREAM'],2021-03-05,167845,56,False,1,1,False,4NPkQtN5w0T4ju8T6mYVsJ,0.676,0.9,6,-6.469,1,0.0881,0.0105,0.0136,0.0942,0.482,122.984,4
2IaMy0anocqVCj9vMe8elL,Outta My Head,"['Love Harder', 'Julie Bergan']",Outta My Head,10KFo28JgvBhgEDtSOzWFf,"['Love Harder', 'Julie Bergan']",2020-02-21,156987,37,False,1,1,False,2IaMy0anocqVCj9vMe8elL,0.803,0.495,9,-6.065,0,0.0453,0.133,0,0.0936,0.598,126.115,4
5CvNAD2G98tv2zIvQUscPA,Love You More - Radio Edit,['KREAM'],Love You More (Radio Edit),7ndUmsJ2yd4OSJkPjfjvTj,['KREAM'],2016-02-05,210977,35,False,1,1,False,5CvNAD2G98tv2zIvQUscPA,0.673,0.866,7,-3.899,0,0.0339,0.0032,0.000165,0.259,0.355,123.976,4
5xey3cl8y5fWst3EKgPFk8,Drowning,"['KREAM', 'Clara Mae']",Drowning,5ocPr1vc0fKtM84iq32i63,"['KREAM', 'Clara Mae']",2017-07-21,196711,43,False,1,1,False,5xey3cl8y5fWst3EKgPFk8,0.626,0.793,8,-5.522,1,0.0441,0.0402,0,0.0909,0.408,97.011,4
5miQGFoYZPv5JCNzSoEbWt,Know This Love (feat. Litens),"['KREAM', 'Litens']",Know This Love (feat. Litens),1qMYj1vvj1qspuBqUmP33o,"['KREAM', 'Litens']",2018-01-26,225637,40,False,1,1,False,5miQGFoYZPv5JCNzSoEbWt,0.631,0.835,2,-5.214,1,0.0568,0.113,1.2e-05,0.331,0.466,98.971,4
71rHHK9L22rVdmofJTjuSd,Go Somewhere,"['KREAM', 'RANI']",Go Somewhere,3VjndwWZzzLROe05SLqG5I,"['KREAM', 'RANI']",2019-08-16,174480,50,False,1,1,False,71rHHK9L22rVdmofJTjuSd,0.706,0.78,0,-5.588,1,0.154,0.0105,0,0.164,0.677,124.022,4
6POeCZ3XyougbxLLNlc3Yp,Call On Me - KREAM Remix,"['RAYE', 'KREAM']",Call On Me (KREAM Remix),7fGDMmrWVJ8JdTOffYkPRT,"['RAYE', 'KREAM']",2021-08-27,220695,40,True,1,1,False,6POeCZ3XyougbxLLNlc3Yp,0.605,0.844,9,-6.368,0,0.0898,0.0319,0.00114,0.213,0.251,124.027,4
25eUamqv7WCarKRaZobtD4,Lights Go Down,['THAT KIND'],Lights Go Down,156U2Jnsd7DTW2Mf6RGrp9,['THAT KIND'],2020-05-29,170097,47,False,1,1,False,25eUamqv7WCarKRaZobtD4,0.64,0.887,5,-6.382,0,0.0326,0.0657,0.109,0.149,0.756,123.979,4
3pkDfJ27jDS9A09eDt4pjx,Milka,['Jozels'],Milka,3VUcP4JLWIFGuIlLEIYZIi,['Jozels'],2020-06-05,169068,47,False,1,1,False,3pkDfJ27jDS9A09eDt4pjx,0.662,0.898,10,-6.773,0,0.0355,0.201,0.121,0.125,0.0941,122.002,4
