id,name,artists,album,album_id,album_artists,album_release_date,duration_ms,popularity,explicit,track_number,disc_number,is_local,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4D8Jh26RrDmNTeXL43kXBE,Pressure,['KREAM'],Pressure,14oFsRCnzCf9gS2RKZR47f,['KREAM'],2022-03-04,171984,60,False,1,1,False,4D8Jh26RrDmNTeXL43kXBE,0.643,0.945,10,-6.301,0,0.0781,0.0524,0.146,0.223,0.49,124.928,4
5yL2dV8sTkIgMEArGQiBdT,Loveless (with Teddy Swims),"['TELYKAST', 'Teddy Swims']",Loveless (with Teddy Swims),75MSTtzRgALg57B8yPJHAC,"['TELYKAST', 'Teddy Swims']",2022-03-25,183870,51,False,1,1,False,5yL2dV8sTkIgMEArGQiBdT,0.726,0.693,5,-5.82,0,0.0437,0.0154,0.000266,0.0971,0.387,123.96,4
6rEfYXO50NsvcF6RAgcV3e,Waiting for Life,"['Lucas Estrada', 'Vigiland', 'Wahlstedt']",Waiting for Life,34ypqa2Ft40BOIXwQ2dkeX,"['Lucas Estrada', 'Vigiland', 'Wahlstedt']",2022-04-15,179512,37,False,1,1,False,6rEfYXO50NsvcF6RAgcV3e,0.704,0.721,3,-6.475,0,0.0375,0.169,0.000439,0.0833,0.313,123.013,4
03rdAFKPMOjSOXTcoZSajT,Recognise,['Mike Mago'],Recognise,4IJkwocZ71hFJxmATipDp9,['Mike Mago'],2020-05-29,156641,40,False,1,1,False,03rdAFKPMOjSOXTcoZSajT,0.515,0.955,5,-6.643,0,0.0497,0.00439,0.0603,0.136,0.152,124.06,4
3SXRZuCEGbbxsPiHyqwWuG,Underwater,"['Anabel Englund', 'MK']",Underwater,66rcyq2d4MQDcWe6iVoUyc,"['Anabel Englund', 'MK']",2020-09-25,177597,44,False,1,1,False,3SXRZuCEGbbxsPiHyqwWuG,0.639,0.631,5,-10.686,0,0.033,0.00833,0.146,0.119,0.197,121.968,4
5u7MDNOhzlEfdX00mboJHA,Crazy,['Felon'],Crazy,1hueOlSAf2tjUaUfhJGEuR,['Felon'],2019-08-02,180293,45,False,1,1,False,5u7MDNOhzlEfdX00mboJHA,0.778,0.608,9,-7.512,1,0.185,0.0071,1.39e-05,0.0802,0.16,120.009,4
4ZKPkGqAwDHNHINKfvDB5c,Original Sin,"['Steam Phunk', 'SOUNDR']",Original Sin,7FaaH4C19zBbQJaQis7zq3,"['Steam Phunk', 'SOUNDR']",2020-05-09,159146,16,False,1,1,False,4ZKPkGqAwDHNHINKfvDB5c,0.753,0.74,5,-5.4,0,0.0449,0.0468,0.000869,0.0833,0.591,123.021,4
4yZFRsi0Jn2Ws7bLeyY67b,Fine Lines,"['Felon', 'EKE']",Fine Lines,4XCzJ8XrDOLhfsrKWRKUOw,"['Felon', 'EKE']",2021-01-08,189910,56,False,1,1,False,4yZFRsi0Jn2Ws7bLeyY67b,0.64,0.945,10,-3.359,0,0.0678,0.0113,0.00025,0.0627,0.261,125.005,4
3M7M3cc1CCr4uCAD13o6E2,Holdin' On To Your Silence,['Jozels'],Holdin' On To Your Silence,5L0dAmhPXSuzk7Dv4TNeSP,['Jozels'],2021-10-05,202926,43,False,1,1,False,3M7M3cc1CCr4uCAD13o6E2,0.632,0.9,0,-5.569,0,0.0397,0.0582,0.583,0.176,0.104,123.033,4
5FOy5eq86Qmz5alQpw6wpn,Can't Lie,"['Low Steppa', 'Geneva White']",Can’t Lie,7uENhTDjViq3nYYIywzIEs,['Low Steppa'],2017-03-03,192423,38,False,1,1,False,5FOy5eq86Qmz5alQpw6wpn,0.675,0.904,10,-3.477,0,0.0393,0.00618,0,0.338,0.436,122.99,4
2aIZ16oke2frhUCjvttBVy,Man Down (feat. AlunaGeorge) - KREAM Remix,"['Shakka', 'Aluna', 'AlunaGeorge', 'KREAM']",Man Down (feat. AlunaGeorge) [Remixes],0N39MeOvQNwmVsce81AFgS,"['Shakka', 'AlunaGeorge', 'Aluna']",2018-08-24,182560,49,True,1,1,False,2aIZ16oke2frhUCjvttBVy,0.797,0.851,8,-5.703,1,0.187,0.00442,0,0.152,0.434,120.01,4
7lHnrDBVrr3r904hl5oMb5,Talking Body - KREAM Remix,"['Tove Lo', 'KREAM']",Talking Body (The Remixes),302a9GWvoZY6RKRYL4s297,['Tove Lo'],2015-05-26,219520,47,False,2,1,False,7lHnrDBVrr3r904hl5oMb5,0.758,0.755,2,-7.82,1,0.062,0.0236,0,0.0829,0.291,123.962,4
3scOuQ4mUADCoPv6q5JZP3,Unbreakable (with Sam Gray),"['TELYKAST', 'Sam Gray']",Unbreakable (with Sam Gray),2hd7Zvn8Anur1GxrMdOCqz,"['TELYKAST', 'Sam Gray']",2021-09-10,183090,57,False,1,1,False,3scOuQ4mUADCoPv6q5JZP3,0.715,0.797,9,-5.477,0,0.0637,0.347,0,0.0756,0.354,123.994,4
7GiozRoMk95aFl1WbrDdjX,Nobody,"['NOTD', 'Catello']",Nobody,0n1BagGDuJad065Qjb7enT,"['NOTD', 'Catello']",2020-10-30,143952,59,False,1,1,False,7GiozRoMk95aFl1WbrDdjX,0.818,0.773,8,-5.714,0,0.0579,0.0166,7.64e-06,0.377,0.878,122.016,4
5cbTXgtPIbnDIEb82IxmW6,Places,"['Drove', 'Dillon Francis']",Dusk Till Dawn,7bSoirYsoLBybTAu3D5Yfg,['Drove'],2021-07-16,185585,36,False,2,1,False,5cbTXgtPIbnDIEb82IxmW6,0.799,0.678,1,-8.063,1,0.0394,0.0125,0.187,0.0779,0.103,120.039,4
0Qydhjycb5IFm02W6zJ2Tn,Love Myself - KREAM Remix,"['Hailee Steinfeld', 'Ian Spurrier']",Love Myself (Remixes),5l8kcjMNlOAjrkit7Uuc1x,['Hailee Steinfeld'],2015-12-18,221720,61,False,2,1,False,0Qydhjycb5IFm02W6zJ2Tn,0.775,0.772,7,-4.79,0,0.0962,0.00764,1.26e-05,0.0515,0.274,124.947,4
4fp5ICMxsl5kq9qWWpYBjN,Taped Up Heart (feat. Clara Mae) - VIP Mix,"['KREAM', 'Clara Mae']",Taped Up Heart (feat. Clara Mae) [VIP Mix],1ntKoYAM9D8evm4zKZSMbq,['KREAM'],2021-02-12,209554,50,False,1,1,False,4fp5ICMxsl5kq9qWWpYBjN,0.706,0.835,0,-6.619,1,0.0465,0.0396,0.00311,0.14,0.46,121.986,4
2k9kWgFLCiAeRBTmwlGbAv,What You've Done To Me (feat. Bemendé),"['KREAM', 'Millean.', 'Bemendé']",What You've Done To Me (feat. Bemendé),3frz7gq4fuN3nIu2qfP6Ki,"['KREAM', 'Millean.']",2021-09-24,166597,61,False,1,1,False,2k9kWgFLCiAeRBTmwlGbAv,0.7,0.911,10,-5.414,0,0.056,0.0137,0.65,0.163,0.545,123.996,4
7CHi4DtfK4heMlQaudCuHK,Lose Control,"['MEDUZA', 'Becky Hill', 'Goodboys']",Lose Control,1qSOaTvsCOyFJya3v1UzkP,"['MEDUZA', 'Becky Hill', 'Goodboys']",2019-10-11,168387,78,False,1,1,False,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,4
1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,"['MEDUZA', 'Goodboys']",Piece Of Your Heart,0cqRGWD3uc5Lggpducn5nD,"['MEDUZA', 'Goodboys']",2019-02-01,152913,77,False,1,1,False,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4
46nvQpUDsxpS08UTFOeKTA,Tell It To My Heart,"['MEDUZA', 'Hozier']",Tell It To My Heart,27rVuwJ0g0eKRpnvEhQl3G,"['MEDUZA', 'Hozier']",2021-10-29,165524,75,False,1,1,False,46nvQpUDsxpS08UTFOeKTA,0.539,0.715,11,-6.639,0,0.0595,0.0265,0,0.609,0.489,123.854,4
0HR9gzUvpJ6Wv0lSOD2gGB,Fever,"['SOMMA', 'FAST BOY']",Fever,3XHKaWhKDVYnRqK46YCJHj,"['SOMMA', 'FAST BOY']",2021-03-19,162934,60,False,1,1,False,0HR9gzUvpJ6Wv0lSOD2gGB,0.465,0.756,10,-6.992,0,0.0797,0.0784,2.32e-06,0.0669,0.291,120.247,4
2Q8fFORnsDE6I3RNvSLXSf,Gotta Be You,"['NERVO', 'Carla Monroe']",Gotta Be You,2zzcyknjN9v95n0OYg8paf,"['NERVO', 'Carla Monroe']",2021-01-08,149032,53,False,1,1,False,2Q8fFORnsDE6I3RNvSLXSf,0.642,0.869,6,-5.271,0,0.0452,0.252,0.0288,0.0708,0.376,123.91,4
3eKdMlPONnxz5quSb2VpKU,Ice & Cold,"['Tom Enzy', 'LissA']",Ice & Cold,5bDHFRCXitHfaQFWQ3oKfS,"['Tom Enzy', 'LissA']",2021-05-21,186690,57,False,1,1,False,3eKdMlPONnxz5quSb2VpKU,0.686,0.673,11,-9.065,0,0.115,0.248,0.0853,0.114,0.465,119.93,4
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,"['SAINt JHN', 'Imanbek']",Roses (Imanbek Remix),3GqSdhWjmMypMwPLtzoFYs,"['SAINt JHN', 'Imanbek']",2019-10-09,176840,80,True,1,1,False,24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4
2PJYfsWdCxLziZPNwOBFyJ,Tornado,"['Felon', 'ENV']",Tornado,3WFuOdIVtcHiBUlzGf6Ill,"['Felon', 'ENV']",2018-11-08,165651,50,False,1,1,False,2PJYfsWdCxLziZPNwOBFyJ,0.698,0.904,7,-5.011,1,0.183,0.0525,0.000679,0.109,0.379,123.975,4
4TQnD9qrhuNN5bea2kCWQ5,Want You Bad,"['Punctual', 'KREAM']",Want You Bad,3GS1ipxKJuw8BY9n7kizOi,"['Punctual', 'KREAM']",2021-09-03,193677,41,False,1,1,False,4TQnD9qrhuNN5bea2kCWQ5,0.664,0.901,10,-6.498,0,0.0559,0.0404,0.0438,0.192,0.369,120.025,4
5QSpNkjc97QIupAHUxmP3U,Disco Tits - KREAM Remix,"['Tove Lo', 'KREAM']",Disco Tits (Remixes),3yMcVDIrKUs6FIPy4KsXw0,['Tove Lo'],2017-11-07,179906,40,True,3,1,False,5QSpNkjc97QIupAHUxmP3U,0.728,0.762,7,-4.505,0,0.0647,0.016,0.000142,0.0724,0.481,125.017,4
7a6OkMo528fN5AMlaAKQSF,Careless (feat. Lena Leon),"['Mahalo', 'Milkwish', 'Lena Leon']",Careless (feat. Lena Leon),6r6FTSImuvVMwUT8qptYO3,"['Mahalo', 'Milkwish']",2022-01-21,183095,24,False,1,1,False,7a6OkMo528fN5AMlaAKQSF,0.594,0.761,2,-4.14,0,0.0416,0.00335,0,0.251,0.086,120.057,4
560XM9FI9xl5H6RK8S1LqH,On Repeat,"['Mike Mago', 'Kelli-Leigh']",On Repeat,0ezmC8VHRQijLPVBPIri2S,"['Mike Mago', 'Kelli-Leigh']",2020-05-01,183727,42,False,1,1,False,560XM9FI9xl5H6RK8S1LqH,0.604,0.813,6,-6.241,1,0.0521,0.0456,0.00101,0.121,0.281,123.854,4
2ChXJKUXCITaj4IdXB9CqV,Roads (feat. Dan Caplen),"['KREAM', 'Dan Caplen']",Roads (feat. Dan Caplen),0MjnAg6LHCu8l8ydcePe41,"['KREAM', 'Dan Caplen']",2021-06-11,177090,41,False,1,1,False,2ChXJKUXCITaj4IdXB9CqV,0.718,0.673,11,-6.717,0,0.0482,0.145,5.15e-06,0.119,0.395,121.944,4
3ZuGuAoslldTYU4utXyDEW,Gotta Go,['Falling Decibyls'],Gotta Go,0s5vqvkFL4PfTnfoWJ0pe4,['Falling Decibyls'],2019-12-13,182640,18,False,1,1,False,3ZuGuAoslldTYU4utXyDEW,0.726,0.852,4,-3.215,0,0.0341,0.0317,0.00322,0.41,0.711,125.031,4
0FlnnwGL4M3oFTU39njtzk,When You're Alone,['Falling Decibyls'],When You're Alone,36I06H3QTFhhDzdrqKMGyt,['Falling Decibyls'],2022-01-21,177560,21,False,1,1,False,0FlnnwGL4M3oFTU39njtzk,0.689,0.851,11,-3.753,0,0.0425,0.0218,0.0439,0.334,0.142,123.013,4
5Fh5zKsMMiuCYt4EuIGLEc,My First Mistake,['Falling Decibyls'],My First Mistake,2aSkXpptyj08jDtkl7hnQP,['Falling Decibyls'],2022-03-11,200975,8,False,1,1,False,5Fh5zKsMMiuCYt4EuIGLEc,0.693,0.844,9,-4.738,0,0.0485,0.0179,0.0488,0.476,0.56,122.997,4
6J3W9kVvU9l5wmhj88dphI,U & I,['Falling Decibyls'],Ready Set Run,6BIhgvfQaLO7G6HyTkV1z8,['Falling Decibyls'],2021-03-05,174098,0,False,4,1,False,6J3W9kVvU9l5wmhj88dphI,0.769,0.861,6,-4.198,0,0.124,0.219,0.00961,0.0617,0.438,121.973,4
73ThEGwF5i9GrsXXGyZBRa,I'm Just Feelin' (Du Du Du),"['Imanbek', 'Martin Jensen']",I'm Just Feelin' (Du Du Du),73TbTmEjh6VgGCjz7ichnB,"['Imanbek', 'Martin Jensen']",2020-05-01,164884,60,True,1,1,False,73ThEGwF5i9GrsXXGyZBRa,0.736,0.657,0,-7.512,1,0.0668,0.179,4.29e-06,0.118,0.548,115.989,4
4Eg7v0KWEnBHu454yzp7DM,Remember - Remix,"['King Henry', 'Rezident']",Remember (Remix),0DktdQsPOCOJQyx90V0hx5,"['King Henry', 'Rezident']",2020-09-15,284160,0,False,1,1,False,4Eg7v0KWEnBHu454yzp7DM,0.543,0.73,11,-11.445,0,0.0325,0.0132,0.751,0.0885,0.121,124.993,4
1tUT8S5rpLUTpG0Od6xv1i,Where It Hurts,"['Tom Reev', 'Assix', 'Jason Gewalt']",Where It Hurts,6EE3zHwQNi3zTGYi62EuTW,"['Tom Reev', 'Assix', 'Jason Gewalt']",2016-10-05,193985,33,False,1,1,False,1tUT8S5rpLUTpG0Od6xv1i,0.615,0.805,7,-6.639,1,0.0744,0.00349,0.026,0.759,0.257,124.937,4
0ef5bVZMDti64urSeFO3eO,Midsummer Nights,"['Ryos', 'Maggie Szabo']",Midsummer Nights EP,2DodZGT6mfFECYWaBaNTa0,"['Ryos', 'Maggie Szabo']",2021-06-18,151451,44,False,1,1,False,0ef5bVZMDti64urSeFO3eO,0.567,0.9,8,-3.683,0,0.276,0.028,0,0.151,0.674,124.087,4
0pdvvP1vP8zWRHeBCHdFbG,Hurt Me Too,"['Bishu', 'McCall']",Hurt Me Too,0wISH7UFthu6J1eT4HzVRw,['Bishu'],2021-07-20,184941,47,False,1,1,False,0pdvvP1vP8zWRHeBCHdFbG,0.468,0.937,7,-3.49,1,0.0456,0.0347,0.00065,0.214,0.0364,169.982,4
7dAfrHKntTl6TBcMCuGTdT,How Do I Know,"['PRXZM', 'Virtual Riot']",Simulation (Deluxe Version),7x1dKpDdQLwqpE6XoGFxT9,['Virtual Riot'],2022-02-04,211764,30,False,21,1,False,7dAfrHKntTl6TBcMCuGTdT,0.661,0.874,1,-5.068,1,0.0528,0.0522,0.0109,0.0981,0.522,101.99,4
3cmpyH2zavEwZwWIGHcdyh,Almost 3am,['Notaker'],Almost 3am / 4am,7imIuXGdsrD3pXy9pFoIq7,['Notaker'],2022-02-07,331034,22,False,1,1,False,3cmpyH2zavEwZwWIGHcdyh,0.339,0.96,11,-6.175,1,0.0515,0.00775,0.892,0.13,0.17,174.084,4
5Jyk55gbmaRXAmcQyPvcFX,Back To The Top,"['CloZee', 'Britt Lari', 'Dreamers Delight']",Back To The Top,00lI4kcdbVJyX62fe1HHuw,"['CloZee', 'Britt Lari', 'Dreamers Delight']",2022-05-25,198139,45,False,1,1,False,5Jyk55gbmaRXAmcQyPvcFX,0.488,0.626,11,-7.286,0,0.0373,0.167,0.0765,0.293,0.219,171.992,4
2oFxcdVuQS5tOuKMVhzi4n,Eternal - Similar Outskirts Remix,"['Fokushi', 'Angela Lorenzana', 'Similar Outskirts']",Eternal (Remixed),2OPvKvytbBdVOcxJXbKUo3,['Fokushi'],2019-07-05,306000,38,False,1,1,False,2oFxcdVuQS5tOuKMVhzi4n,0.515,0.908,11,-3.256,0,0.0618,0.000766,0.000126,0.589,0.0735,109.955,4
3Ukb1tpAsQOdUSVKAW94Cj,High Like This,"['Adventure Club', 'Squired', 'Dia Frampton']",High Like This,1AHQrn7hhAuNghkFtCXEnD,"['Adventure Club', 'Squired', 'Dia Frampton']",2020-07-31,192725,44,True,1,1,False,3Ukb1tpAsQOdUSVKAW94Cj,0.473,0.862,8,-4.156,1,0.0803,0.0798,3.87e-06,0.111,0.233,150.031,4
3mnSawKqEsmgRD9HjHXrrl,Shadows,"['Aero Chord', 'Nevve']",Shadows,3EZFFoGWsTcv536HF9JRmL,"['Aero Chord', 'Nevve']",2018-02-27,159930,48,False,1,1,False,3mnSawKqEsmgRD9HjHXrrl,0.67,0.845,5,-5.932,0,0.051,0.134,0.101,0.121,0.307,95.004,4
64gJALKIbO50I2roTIvWxo,Paths,"['Finding Hope', 'Nevve']",Our Love,6fVAR5cqoFiOFiGPsibZYE,['Finding Hope'],2017-10-27,231219,26,False,4,1,False,64gJALKIbO50I2roTIvWxo,0.542,0.538,4,-9.838,0,0.0606,0.413,0.000193,0.0742,0.0482,159.83,4
0ZDDzzxry7vf3rrg2xYOo6,On My Own,"['3LAU', 'Nevve']",Ultraviolet,6sBjS0wHbzcwe8Eh4bOm97,['3LAU'],2018-02-16,228362,0,False,5,1,False,0ZDDzzxry7vf3rrg2xYOo6,0.409,0.855,4,-4.82,0,0.0385,0.00975,1.2e-05,0.19,0.078,173.981,3
3AayefDdUFxivRs79bX7kV,We Won't Be Alone,"['Feint', 'Laura Brehm']",We Won't Be Alone,70My3uuhRpziiFJl9x6qtw,"['Feint', 'Laura Brehm']",2015-09-18,234475,60,False,1,1,False,3AayefDdUFxivRs79bX7kV,0.377,0.858,11,-4.9,0,0.148,0.134,0.00185,0.0985,0.117,174.751,4
0j7yF7CURZTm6rnJWOWIoV,Losing You,"['Ephixa', 'Laura Brehm']",Losing You,57y49FjPn1bm4i5a9oeZOM,"['Ephixa', 'Laura Brehm']",2017-02-01,270967,49,False,1,1,False,0j7yF7CURZTm6rnJWOWIoV,0.501,0.702,9,-6.366,1,0.0529,0.0244,0.691,0.112,0.115,185.999,3
4dSi4b6KLeESqdx83gniBx,Prism,"['Laura Brehm', 'Summer Was Fun']",Prism,6qBeTUDhC0vZ8dPECUQLui,"['Laura Brehm', 'Summer Was Fun']",2019-04-18,214193,40,False,1,1,False,4dSi4b6KLeESqdx83gniBx,0.497,0.711,6,-4.434,0,0.039,0.0548,0,0.129,0.159,93.032,4
5vUuzdM74dHyN00k0oozoR,Ocean Blue,"['WRLD', 'Laura Brehm']",Ocean Blue,2mswsMuAN16l3vgVAHHWPC,"['WRLD', 'Laura Brehm']",2017-10-27,245485,30,False,1,1,False,5vUuzdM74dHyN00k0oozoR,0.533,0.744,9,-5.575,0,0.0575,0.46,0.00346,0.542,0.261,175.017,4
4FJQhrYrmnUnmbQyKlyHfq,Little Too Close,"['WRLD', 'Veronika Redd']",Chase It,7GtZPupXbxCbzZ2VHZzBKL,['WRLD'],2015-08-24,244889,51,False,4,1,False,4FJQhrYrmnUnmbQyKlyHfq,0.654,0.749,10,-4.711,1,0.0325,0.0313,0.00181,0.122,0.354,94.989,4
7bTEKCTp8bz5wQ9KU5Ievc,Ember,"['Fransis Derelle', 'CRaymak', 'HVDES']",Ember,5foCWVRGjbd5wqoilwLIoN,"['Fransis Derelle', 'CRaymak', 'HVDES']",2020-11-30,193655,50,False,1,1,False,7bTEKCTp8bz5wQ9KU5Ievc,0.506,0.782,7,-5.754,0,0.0402,0.721,0.00782,0.106,0.381,145.004,4
4E3xcXqrCfywoL2GQ0aayE,Uplifted,"['Jozels', 'Jon Hazel']",Uplifted,4bXw5B4YvjVMLmsBVM8XkF,"['Jozels', 'Jon Hazel']",2020-01-17,244918,34,False,1,1,False,4E3xcXqrCfywoL2GQ0aayE,0.528,0.949,7,-6.908,0,0.0394,0.00573,0.148,0.135,0.0341,122.004,4
0zdGcBMexiugXnCdfVgAo8,Good Enough,['Koven'],Butterfly Effect (Deluxe),15YbZYNxPlJDPXrkIrkwjZ,['Koven'],2021-03-11,260344,44,False,10,1,False,0zdGcBMexiugXnCdfVgAo8,0.387,0.875,10,-2.287,0,0.0429,0.00023,0.00551,0.342,0.139,174.031,4
5SpA4lQsheBoigqIEgE2bX,Till The Day I Die,['Luci'],Till The Day I Die,3jnwP47WGWGwop55Uvj0S7,['Luci'],2020-10-06,150859,37,False,1,1,False,5SpA4lQsheBoigqIEgE2bX,0.676,0.772,0,-4.286,1,0.0793,0.0519,0.00497,0.115,0.0829,140.088,4
7r1DArp7L5xpi1S2rNCLm5,Breathe In The Moment - Au5 Remix,"['Man Cub', 'APEK', 'HALIENE', 'Au5']",Breathe In The Moment (Remixes),4yGnBuAhI3ApEEo6Nw8PTm,"['Man Cub', 'APEK', 'Au5']",2020-10-23,321508,37,False,1,1,False,7r1DArp7L5xpi1S2rNCLm5,0.382,0.791,0,-5.569,1,0.0492,0.274,0.00217,0.218,0.175,147.027,4
29IyJ5bthxANIkPhevZEfa,Worth It All,"['Tritonal', 'Man Cub']",Worth It All,0ojKsIqsFv3hSUjgFbTtaE,"['Tritonal', 'Man Cub']",2020-03-27,187968,30,False,1,1,False,29IyJ5bthxANIkPhevZEfa,0.575,0.725,2,-4.175,1,0.0346,0.0851,3.75e-06,0.325,0.226,128.002,4
5bbNH85pbTNcwFcWMffmx4,Star Glide,"['MUZZ', 'Cammie Robinson']",The Promised Land,3nRnJkUJYFfxcOGgU6LNci,['MUZZ'],2020-09-03,307199,46,False,6,1,False,5bbNH85pbTNcwFcWMffmx4,0.42,0.964,7,-1.397,1,0.107,7.18e-05,0.000274,0.543,0.0716,174.881,4
7ktbuWqGUsNmAS9OoNwgWk,Catharsis X,"['MUZZ', 'Koven']",Catharsis X,3ryV1s0kjVYKwRR4Is6Dqs,"['MUZZ', 'Koven']",2022-02-03,244045,39,False,1,1,False,7ktbuWqGUsNmAS9OoNwgWk,0.471,0.964,9,0.385,0,0.0427,0.00122,7.33e-05,0.0656,0.118,175.02,4
7Ji2sHw2oScKQ14W956LUL,In My Head,"['nøll', 'Danni Carra']",In My Head,1qF0GY3P5093pR5cYCKYxp,"['nøll', 'Danni Carra']",2020-08-28,220000,36,False,1,1,False,7Ji2sHw2oScKQ14W956LUL,0.576,0.65,5,-6.602,0,0.067,0.0303,0,0.156,0.135,150.061,4
5zBqKXrJe3QrXX7QG3Az8I,Dreaming,"['Rootkit', 'Cammie Robinson']",Recursion,2fm1hGoHOQ9agA0yoUKcaQ,['Rootkit'],2020-12-10,230000,16,False,1,1,False,5zBqKXrJe3QrXX7QG3Az8I,0.507,0.826,10,-5.935,0,0.0524,0.0189,0.116,0.1,0.0397,120.021,4
4fwKDFQH2ORbfw23XqQmlO,Only Knew,"['Rootkit', 'Nevve']",Recursion,2fm1hGoHOQ9agA0yoUKcaQ,['Rootkit'],2020-12-10,176206,13,True,7,1,False,4fwKDFQH2ORbfw23XqQmlO,0.365,0.701,10,-6.36,0,0.0482,0.0581,0.000147,0.733,0.183,173.92,4
45CbrDJ9db9T7VWqCH3zCK,Promise Me (ft. Noé),"['Rootkit', 'Noé']",Recursion,2fm1hGoHOQ9agA0yoUKcaQ,['Rootkit'],2020-12-10,184687,9,True,6,1,False,45CbrDJ9db9T7VWqCH3zCK,0.573,0.74,10,-5.136,0,0.076,0.0274,0,0.151,0.379,79.959,4
6O2eMeVNJnbmHC721q9EFV,Be With You (ft. Gloria Kim),"['Rootkit', 'Gloria Kim']",Recursion,2fm1hGoHOQ9agA0yoUKcaQ,['Rootkit'],2020-12-10,186885,22,False,8,1,False,6O2eMeVNJnbmHC721q9EFV,0.722,0.647,7,-6.171,0,0.167,0.024,0.444,0.462,0.102,122.026,4
47s2cEKGQxITo8f8do3NCc,Sparks (ft. Casey Cook),"['Rootkit', 'Casey Cook']",Recursion,2fm1hGoHOQ9agA0yoUKcaQ,['Rootkit'],2020-12-10,201290,2,False,5,1,False,47s2cEKGQxITo8f8do3NCc,0.557,0.896,0,-5.722,0,0.06,0.00937,0.0504,0.292,0.379,155.104,4
2ZyMbr3jPpvIFrYbvDYMYl,Isolation,"['Stereotype', 'ill-esha']",Isolation,5H6BSLnWvmv70LOwcMARwM,"['Stereotype', 'ill-esha']",2020-11-27,195200,0,False,1,1,False,2ZyMbr3jPpvIFrYbvDYMYl,0.468,0.624,6,-4.238,1,0.0523,0.0366,0.000789,0.0941,0.362,150.009,4
11OYIkthYlHX3zoTY8hIX3,High Season,['Tiggi Hawke'],High Season,0y4rWTCXOekHKAgfIH1ewA,['Tiggi Hawke'],2020-11-27,172387,50,True,1,1,False,11OYIkthYlHX3zoTY8hIX3,0.602,0.791,7,-4.535,0,0.0345,0.0115,0,0.225,0.392,155.043,4
3L7eNE6i3bCJxX9xUHNp0X,Ocean's End,"['Starjunk 95', 'BELELA']",Virtual Paradise,5dTsAGwJrgSvsg2YRAaU2i,"['Starjunk 95', 'BELELA']",2022-01-07,171789,47,False,3,1,False,3L7eNE6i3bCJxX9xUHNp0X,0.635,0.648,8,-5.569,1,0.0332,0.0114,0.61,0.378,0.0726,94.981,4
4rtUNmdWRsLzjXj8wyixwe,Ephemeral,['GHOST DATA'],Simulated Sensations,1rxk5LFa1PcMH0bHDMX4FV,['GHOST DATA'],2017-04-01,416159,23,False,2,1,False,4rtUNmdWRsLzjXj8wyixwe,0.568,0.76,10,-6.376,0,0.0309,0.00201,0.00715,0.105,0.126,110.006,4
6TExfG3q3Ca7izoXvxWw1T,Magical Girls,['GHOST DATA'],Girl's Love,0BnNVRat5Ex81WyBzLeKyp,['GHOST DATA'],2016-03-08,403102,19,False,4,1,False,6TExfG3q3Ca7izoXvxWw1T,0.716,0.527,5,-8.458,0,0.0425,0.014,0.679,0.107,0.32,109.947,4
3YhBePge1sKC6OWVi65fr0,Broken,"['Paper Skies', 'Azuria Sky']",Broken,4hQF13bhGVvBPMnBs5muyP,"['Paper Skies', 'Azuria Sky']",2020-09-18,240000,23,False,1,1,False,3YhBePge1sKC6OWVi65fr0,0.623,0.612,0,-8.029,0,0.0487,0.00126,0.00822,0.0901,0.19,74.97,4
5gUOl5qc2vqJsHhBnrjn9L,"Dorothy, I'm Melting",['BELELA'],"Dorothy, I'm Melting",7xalqKMNTVucNZPyN7i4gq,['BELELA'],2020-12-26,205241,5,False,1,1,False,5gUOl5qc2vqJsHhBnrjn9L,0.522,0.832,11,-4.114,1,0.0373,0.225,0.00103,0.115,0.103,144.938,4
1UYWRzs8OmWePIEI5rknYJ,Who I Am,"['Notaker', 'Declan James', 'Karra']",Genesis,2ZSELWBXs9Befpf8YFIzJw,['Notaker'],2017-10-24,211014,34,False,2,1,False,1UYWRzs8OmWePIEI5rknYJ,0.333,0.69,4,-7.003,0,0.0382,0.000688,0.0176,0.597,0.0371,104.802,5
5emTyRnoMTLc9G44RR6XIE,Bridged By A Lightwave - Radio Edit,"['deadmau5', 'Kiesza']",Bridged By A Lightwave,5GQm35tkCTK25fQmTou7Nu,"['deadmau5', 'Kiesza']",2020-11-10,172500,0,False,1,1,False,5emTyRnoMTLc9G44RR6XIE,0.623,0.874,11,-6.782,0,0.0683,0.0197,0.0408,0.265,0.0512,127.976,3
